id,area,date,start_time,end_time,duration_minutes,reason,voltage_level,reported_by,is_planned
5741,Vanasthalipuram,2023-10-17,13:30,20:09,399,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5742,Golconda,2023-09-10,16:00,22:38,398,Scheduled Maintenance,11kV,TSECL Website,1
5743,Gachibowli,2024-04-24,17:00,21:47,287,Grid Overload,11kV,Telangana DISCOM App,0
5744,Chandanagar,2023-09-21,12:15,16:58,283,Network Expansion,33kV,Telangana DISCOM App,1
5745,Manikonda,2023-12-05,12:45,16:34,229,Equipment Upgrade,11kV,Telangana DISCOM App,1
5746,Alwal,2024-05-04,15:15,18:15,180,Network Expansion,33kV,Telangana DISCOM App,1
5747,Golconda,2024-06-28,18:00,20:56,176,Scheduled Maintenance,11kV,TSECL Website,1
5748,Begumpet,2024-02-06,08:15,10:43,148,Grid Overload,11kV,Telangana DISCOM App,0
5749,Tolichowki,2024-03-15,03:15,03:35,20,Transformer Failure,11kV,TSECL Website,0
5750,Begumpet,2023-07-02,00:30,05:22,292,Grid Overload,33kV,TSECL Website,0
5751,Shamirpet,2024-02-05,12:00,14:48,168,Grid Overload,11kV,TSECL Website,0
5752,Nallagandla,2023-12-12,10:30,10:45,15,Grid Overload,33kV,Telangana DISCOM App,0
5753,Tarnaka,2024-03-07,10:00,15:38,338,Line Fault,33kV,Telangana DISCOM App,0
5754,Lingampally,2024-01-27,14:15,15:19,64,Weather Damage,11kV,TSECL Website,0
5755,Begumpet,2023-12-24,09:30,12:25,175,Weather Damage,11kV,Telangana DISCOM App,0
5756,Himayatnagar,2024-04-12,14:30,18:36,246,Network Expansion,33kV,Consumer Call,1
5757,Manikonda,2023-08-02,16:30,22:34,364,Equipment Upgrade,11kV,TSECL Website,1
5758,Lingampally,2023-08-30,19:15,03:06,471,Equipment Upgrade,11kV,TSECL Website,1
5759,Golconda,2024-02-21,17:45,21:00,195,Weather Damage,33kV,TSECL Website,0
5760,Charminar,2024-03-19,15:45,22:51,426,Network Expansion,11kV,Telangana DISCOM App,1
5761,Golconda,2024-05-06,15:45,22:53,428,Network Expansion,33kV,Telangana DISCOM App,1
5762,Dilsukhnagar,2024-05-12,14:15,20:19,364,Network Expansion,11kV,TSECL Website,1
5763,Sanath Nagar,2024-05-26,16:45,18:42,117,Grid Overload,11kV,TSECL Website,0
5764,Himayatnagar,2023-12-26,18:15,19:55,100,Network Expansion,11kV,Social Media,1
5765,Kukatpally,2024-01-24,10:30,12:48,138,Network Expansion,11kV,Consumer Call,1
5766,Lingampally,2023-08-17,01:30,03:14,104,Weather Damage,33kV,Telangana DISCOM App,0
5767,Bowenpally,2023-09-25,02:15,03:40,85,Transformer Failure,11kV,TSECL Website,0
5768,Bolarum,2024-01-18,12:30,16:09,219,Equipment Upgrade,11kV,Telangana DISCOM App,1
5769,Vanasthalipuram,2023-09-28,06:15,11:33,318,Transformer Failure,33kV,TSECL Website,0
5770,Hitech City,2023-07-30,19:30,03:21,471,Scheduled Maintenance,33kV,Social Media,1
5771,Vidyanagar,2023-09-20,18:30,00:42,372,Network Expansion,11kV,TSECL Website,1
5772,Gachibowli,2023-07-22,06:30,07:14,44,Transformer Failure,11kV,Consumer Call,0
5773,Quthbullapur,2023-09-08,09:00,14:47,347,Transformer Failure,11kV,Telangana DISCOM App,0
5774,Gachibowli,2023-07-01,08:00,14:40,400,Equipment Upgrade,11kV,Social Media,1
5775,KPHB,2024-03-11,12:00,17:03,303,Equipment Upgrade,132kV,Telangana DISCOM App,1
5776,Chandanagar,2024-02-26,13:45,20:40,415,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5777,Patancheru,2023-09-13,14:45,20:31,346,Equipment Upgrade,11kV,Telangana DISCOM App,1
5778,Bowenpally,2023-08-04,16:15,22:21,366,Scheduled Maintenance,132kV,Telangana DISCOM App,1
5779,Uppal,2023-07-16,17:15,19:21,126,Network Expansion,11kV,TSECL Website,1
5780,Alwal,2023-07-13,07:30,12:02,272,Line Fault,11kV,Consumer Call,0
5781,Yapral,2024-04-04,18:45,20:06,81,Network Expansion,33kV,Telangana DISCOM App,1
5782,Nampally,2023-10-19,00:15,01:08,53,Weather Damage,11kV,TSECL Website,0
5783,Zahirabad,2023-07-26,16:45,22:15,330,Equipment Upgrade,33kV,TSECL Website,1
5784,Raidurg,2023-11-22,16:30,21:06,276,Transformer Failure,11kV,Consumer Call,0
5785,Boduppal,2024-04-26,14:30,20:24,354,Scheduled Maintenance,132kV,Telangana DISCOM App,1
5786,Habsiguda,2023-08-21,08:45,11:43,178,Equipment Upgrade,33kV,Telangana DISCOM App,1
5787,Zahirabad,2024-01-28,12:45,17:36,291,Scheduled Maintenance,11kV,Consumer Call,1
5788,Rajendra Nagar,2023-09-26,08:15,13:31,316,Network Expansion,132kV,Telangana DISCOM App,1
5789,Charminar,2024-05-31,17:45,18:38,53,Network Expansion,11kV,Telangana DISCOM App,1
5790,Rajendra Nagar,2023-07-31,13:30,15:54,144,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5791,Secunderabad,2023-08-30,10:45,12:42,117,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5792,Jubilee Hills,2024-01-09,14:30,16:17,107,Scheduled Maintenance,33kV,TSECL Website,1
5793,Himayatnagar,2024-01-10,15:15,17:50,155,Scheduled Maintenance,11kV,Consumer Call,1
5794,Hitech City,2024-05-18,13:15,19:57,402,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5795,Lingampally,2024-01-29,09:15,10:52,97,Weather Damage,33kV,TSECL Website,0
5796,Jubilee Hills,2023-12-14,22:15,03:46,331,Grid Overload,11kV,Social Media,0
5797,Gandipet,2024-01-03,17:00,19:01,121,Grid Overload,33kV,TSECL Website,0
5798,Jubilee Hills,2023-10-13,15:15,19:22,247,Line Fault,11kV,TSECL Website,0
5799,Yapral,2023-09-07,14:45,20:27,342,Scheduled Maintenance,33kV,Consumer Call,1
5800,Charminar,2024-05-16,09:00,14:28,328,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5801,Patancheru,2024-02-29,11:00,11:37,37,Equipment Upgrade,11kV,Telangana DISCOM App,1
5802,Habsiguda,2024-01-14,19:00,22:58,238,Weather Damage,11kV,Telangana DISCOM App,0
5803,Tolichowki,2023-08-01,08:15,09:12,57,Scheduled Maintenance,33kV,Consumer Call,1
5804,Chandanagar,2023-10-22,04:00,09:24,324,Load Shedding,132kV,Telangana DISCOM App,0
5805,Shamirpet,2023-12-30,12:00,12:58,58,Equipment Upgrade,33kV,TSECL Website,1
5806,Hitech City,2024-06-30,18:30,23:10,280,Network Expansion,11kV,Telangana DISCOM App,1
5807,Charminar,2024-04-04,13:00,19:39,399,Equipment Upgrade,11kV,TSECL Website,1
5808,Kukatpally,2024-02-20,10:30,13:07,157,Scheduled Maintenance,11kV,TSECL Website,1
5809,Nallagandla,2024-06-27,15:45,21:15,330,Weather Damage,11kV,Telangana DISCOM App,0
5810,Punjagutta,2024-04-18,08:30,11:56,206,Transformer Failure,33kV,Social Media,0
5811,Nampally,2023-10-02,09:00,14:18,318,Scheduled Maintenance,11kV,TSECL Website,1
5812,Miyapur,2024-02-20,16:30,22:52,382,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5813,Nallagandla,2023-10-09,13:30,21:25,475,Equipment Upgrade,33kV,Consumer Call,1
5814,Hitech City,2024-06-28,15:00,20:52,352,Network Expansion,11kV,TSECL Website,1
5815,KPHB,2023-09-16,08:45,16:08,443,Network Expansion,11kV,Consumer Call,1
5816,Malkajgiri,2024-01-02,13:45,17:03,198,Network Expansion,11kV,Consumer Call,1
5817,Vidyanagar,2024-01-16,10:45,11:44,59,Transformer Failure,11kV,Consumer Call,0
5818,Rajendra Nagar,2023-09-28,12:00,18:42,402,Network Expansion,11kV,TSECL Website,1
5819,KPHB,2024-04-15,11:45,17:38,353,Line Fault,33kV,Consumer Call,0
5820,Himayatnagar,2023-08-25,00:45,01:11,26,Load Shedding,132kV,Telangana DISCOM App,0
5821,Bowenpally,2024-03-18,17:00,19:25,145,Network Expansion,11kV,Telangana DISCOM App,1
5822,Nampally,2023-07-05,04:30,07:53,203,Grid Overload,132kV,TSECL Website,0
5823,Vidyanagar,2023-08-01,11:15,14:03,168,Line Fault,11kV,Social Media,0
5824,Nampally,2024-02-03,04:30,05:58,88,Weather Damage,11kV,TSECL Website,0
5825,Raidurg,2024-04-07,08:30,09:43,73,Equipment Upgrade,33kV,Consumer Call,1
5826,Gandipet,2024-01-01,09:00,14:16,316,Equipment Upgrade,11kV,Telangana DISCOM App,1
5827,Moula Ali,2023-11-23,20:00,21:08,68,Weather Damage,33kV,TSECL Website,0
5828,Begumpet,2023-07-22,08:45,12:19,214,Load Shedding,33kV,Consumer Call,0
5829,Zahirabad,2023-12-11,19:45,21:53,128,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5830,Tarnaka,2024-04-16,17:15,00:17,422,Equipment Upgrade,132kV,Consumer Call,1
5831,Chandanagar,2023-12-20,13:30,15:23,113,Equipment Upgrade,11kV,Telangana DISCOM App,1
5832,Hitech City,2024-06-26,19:30,02:19,409,Equipment Upgrade,11kV,Telangana DISCOM App,1
5833,Banjara Hills,2023-07-18,07:45,10:12,147,Transformer Failure,33kV,TSECL Website,0
5834,Serilingampally,2023-07-24,10:45,14:39,234,Weather Damage,33kV,Telangana DISCOM App,0
5835,Quthbullapur,2023-07-31,15:15,19:34,259,Network Expansion,33kV,Telangana DISCOM App,1
5836,Kukatpally,2023-07-28,16:00,20:43,283,Equipment Upgrade,11kV,Telangana DISCOM App,1
5837,Bowenpally,2023-08-10,09:15,13:49,274,Equipment Upgrade,11kV,Telangana DISCOM App,1
5838,Quthbullapur,2024-06-02,10:00,15:38,338,Grid Overload,11kV,Telangana DISCOM App,0
5839,Serilingampally,2024-03-27,11:15,17:05,350,Scheduled Maintenance,11kV,Consumer Call,1
5840,Malkajgiri,2023-09-12,11:00,17:22,382,Equipment Upgrade,11kV,TSECL Website,1
5841,Zahirabad,2024-02-28,15:00,18:27,207,Line Fault,33kV,Consumer Call,0
5842,Shamshabad,2023-12-23,15:30,16:16,46,Network Expansion,33kV,Consumer Call,1
5843,Malkajgiri,2023-11-03,19:30,03:21,471,Equipment Upgrade,11kV,Telangana DISCOM App,1
5844,Golconda,2024-03-20,06:00,07:30,90,Weather Damage,11kV,Telangana DISCOM App,0
5845,Lingampally,2024-06-09,16:00,20:28,268,Scheduled Maintenance,11kV,TSECL Website,1
5846,Rajendra Nagar,2024-02-03,12:45,20:10,445,Network Expansion,33kV,Telangana DISCOM App,1
5847,Nallagandla,2023-08-29,19:00,23:02,242,Network Expansion,11kV,Telangana DISCOM App,1
5848,Nallagandla,2023-07-15,05:00,09:36,276,Transformer Failure,11kV,TSECL Website,0
5849,Jubilee Hills,2024-02-24,09:30,15:42,372,Network Expansion,132kV,Consumer Call,1
5850,Malkajgiri,2023-08-12,09:30,11:19,109,Equipment Upgrade,11kV,TSECL Website,1
5851,Lingampally,2023-10-06,22:45,02:34,229,Transformer Failure,11kV,TSECL Website,0
5852,Madhapur,2024-02-07,16:15,18:02,107,Equipment Upgrade,11kV,TSECL Website,1
5853,Zahirabad,2024-02-06,13:00,14:47,107,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5854,Punjagutta,2023-08-25,14:00,14:57,57,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5855,Bowenpally,2024-03-30,14:00,19:25,325,Network Expansion,11kV,Consumer Call,1
5856,As Rao Nagar,2023-12-05,10:15,13:20,185,Weather Damage,11kV,Telangana DISCOM App,0
5857,Gachibowli,2023-10-01,16:00,17:23,83,Network Expansion,11kV,TSECL Website,1
5858,Manikonda,2023-11-21,11:45,15:20,215,Network Expansion,33kV,Telangana DISCOM App,1
5859,Charminar,2023-07-05,23:30,23:52,22,Grid Overload,33kV,Social Media,0
5860,Banjara Hills,2024-02-20,16:15,18:04,109,Equipment Upgrade,132kV,Consumer Call,1
5861,Hitech City,2024-02-16,15:45,17:11,86,Equipment Upgrade,132kV,Telangana DISCOM App,1
5862,Kondapur,2023-10-11,09:15,11:45,150,Network Expansion,33kV,TSECL Website,1
5863,Secunderabad,2024-03-16,15:45,19:14,209,Weather Damage,11kV,Telangana DISCOM App,0
5864,Lingampally,2023-12-24,13:00,17:13,253,Network Expansion,33kV,Social Media,1
5865,Habsiguda,2023-11-19,15:30,18:56,206,Equipment Upgrade,11kV,TSECL Website,1
5866,Raidurg,2024-04-15,14:15,16:37,142,Transformer Failure,33kV,TSECL Website,0
5867,Tarnaka,2023-12-28,14:00,15:27,87,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5868,Zahirabad,2023-12-31,11:00,18:03,423,Scheduled Maintenance,11kV,Social Media,1
5869,Miyapur,2024-01-22,18:30,01:20,410,Equipment Upgrade,11kV,TSECL Website,1
5870,LB Nagar,2023-09-08,17:15,00:05,410,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5871,Malkajgiri,2023-11-18,15:15,22:55,460,Network Expansion,11kV,Consumer Call,1
5872,Hitech City,2023-11-14,11:00,12:57,117,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5873,Yapral,2024-06-15,09:45,14:06,261,Line Fault,11kV,Consumer Call,0
5874,Yapral,2023-08-20,16:30,17:27,57,Transformer Failure,11kV,Telangana DISCOM App,0
5875,Abids,2024-05-20,10:00,10:38,38,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5876,Zahirabad,2023-11-13,22:15,03:21,306,Load Shedding,132kV,Telangana DISCOM App,0
5877,Dilsukhnagar,2023-09-07,12:30,19:26,416,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5878,Begumpet,2023-12-06,12:15,13:52,97,Equipment Upgrade,11kV,Consumer Call,1
5879,Moula Ali,2024-03-21,20:15,21:19,64,Transformer Failure,11kV,TSECL Website,0
5880,Habsiguda,2023-10-13,09:15,10:11,56,Grid Overload,11kV,Social Media,0
5881,Shamshabad,2023-08-02,13:15,20:50,455,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5882,Moula Ali,2024-05-31,12:30,17:56,326,Scheduled Maintenance,11kV,TSECL Website,1
5883,Gandipet,2024-02-21,09:00,13:55,295,Network Expansion,11kV,Telangana DISCOM App,1
5884,Malkajgiri,2024-04-04,11:45,14:46,181,Transformer Failure,11kV,Consumer Call,0
5885,Shamirpet,2024-02-15,21:00,00:55,235,Line Fault,11kV,Consumer Call,0
5886,Banjara Hills,2023-09-05,18:00,21:39,219,Grid Overload,11kV,Social Media,0
5887,Patancheru,2024-01-05,12:00,17:17,317,Network Expansion,11kV,TSECL Website,1
5888,Hitech City,2023-11-20,13:15,17:23,248,Network Expansion,11kV,Telangana DISCOM App,1
5889,KPHB,2024-03-08,19:45,03:42,477,Network Expansion,11kV,Telangana DISCOM App,1
5890,Gachibowli,2024-01-21,11:30,17:53,383,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5891,Golconda,2024-05-12,16:00,22:15,375,Equipment Upgrade,11kV,Telangana DISCOM App,1
5892,Malkajgiri,2024-03-14,11:15,15:34,259,Scheduled Maintenance,11kV,TSECL Website,1
5893,Habsiguda,2024-06-01,19:15,00:22,307,Weather Damage,11kV,TSECL Website,0
5894,Quthbullapur,2023-12-25,22:45,01:05,140,Grid Overload,11kV,TSECL Website,0
5895,Manikonda,2023-09-10,12:15,15:24,189,Transformer Failure,11kV,Social Media,0
5896,Ameerpet,2024-01-16,17:15,23:16,361,Network Expansion,11kV,Social Media,1
5897,Gandipet,2024-05-23,09:00,12:08,188,Network Expansion,11kV,TSECL Website,1
5898,Kothapet,2023-07-28,17:45,01:13,448,Equipment Upgrade,33kV,Telangana DISCOM App,1
5899,Banjara Hills,2024-05-27,16:45,18:22,97,Equipment Upgrade,11kV,Consumer Call,1
5900,Uppal,2023-09-25,09:15,15:36,381,Scheduled Maintenance,33kV,Consumer Call,1
5901,Habsiguda,2024-04-11,09:30,13:09,219,Scheduled Maintenance,11kV,TSECL Website,1
5902,Shamshabad,2023-12-30,21:45,23:46,121,Load Shedding,33kV,Telangana DISCOM App,0
5903,LB Nagar,2024-01-25,09:15,10:59,104,Scheduled Maintenance,11kV,Consumer Call,1
5904,Rajendra Nagar,2023-07-23,15:45,23:40,475,Network Expansion,11kV,Telangana DISCOM App,1
5905,Chandanagar,2023-11-29,23:00,00:59,119,Transformer Failure,33kV,TSECL Website,0
5906,Bowenpally,2024-05-04,08:45,12:19,214,Network Expansion,11kV,Telangana DISCOM App,1
5907,Vanasthalipuram,2023-08-27,09:00,10:12,72,Equipment Upgrade,33kV,Telangana DISCOM App,1
5908,As Rao Nagar,2023-08-05,16:00,17:19,79,Line Fault,11kV,Telangana DISCOM App,0
5909,Manikonda,2024-03-22,14:00,16:36,156,Network Expansion,11kV,Social Media,1
5910,Dilsukhnagar,2024-01-02,18:30,21:42,192,Equipment Upgrade,132kV,TSECL Website,1
5911,Yapral,2024-05-17,08:00,11:28,208,Equipment Upgrade,33kV,Telangana DISCOM App,1
5912,Manikonda,2023-10-20,17:00,18:21,81,Equipment Upgrade,11kV,TSECL Website,1
5913,Nallagandla,2024-03-15,17:45,20:00,135,Grid Overload,11kV,Consumer Call,0
5914,Alwal,2023-12-31,07:30,10:19,169,Load Shedding,132kV,Telangana DISCOM App,0
5915,Kothapet,2024-02-04,16:45,20:15,210,Weather Damage,33kV,TSECL Website,0
5916,Chandanagar,2023-10-04,18:45,00:12,327,Equipment Upgrade,11kV,Telangana DISCOM App,1
5917,Rajendra Nagar,2023-11-03,19:30,03:01,451,Network Expansion,11kV,Telangana DISCOM App,1
5918,Banjara Hills,2023-07-07,18:00,23:37,337,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5919,Bolarum,2024-02-28,15:45,23:41,476,Scheduled Maintenance,11kV,TSECL Website,1
5920,Bowenpally,2024-04-19,01:30,03:46,136,Grid Overload,11kV,Telangana DISCOM App,0
5921,Abids,2024-01-07,09:00,16:39,459,Network Expansion,11kV,Consumer Call,1
5922,Jubilee Hills,2024-03-02,22:45,00:49,124,Transformer Failure,33kV,TSECL Website,0
5923,Vidyanagar,2023-09-21,19:45,22:00,135,Transformer Failure,11kV,Telangana DISCOM App,0
5924,Chandanagar,2024-04-10,16:15,18:57,162,Scheduled Maintenance,33kV,Telangana DISCOM App,1
5925,Quthbullapur,2023-12-05,13:00,17:37,277,Scheduled Maintenance,11kV,Consumer Call,1
5926,Rajendra Nagar,2024-05-19,08:15,14:46,391,Equipment Upgrade,11kV,TSECL Website,1
5927,Nallagandla,2023-09-18,14:15,20:07,352,Scheduled Maintenance,33kV,Consumer Call,1
5928,Nallagandla,2023-08-03,19:45,03:06,441,Equipment Upgrade,11kV,Telangana DISCOM App,1
5929,Charminar,2023-10-27,08:15,10:32,137,Network Expansion,33kV,TSECL Website,1
5930,KPHB,2023-09-01,19:00,00:10,310,Grid Overload,11kV,Consumer Call,0
5931,Tolichowki,2024-06-05,22:15,02:37,262,Grid Overload,33kV,Telangana DISCOM App,0
5932,Quthbullapur,2023-08-14,05:00,09:05,245,Grid Overload,11kV,Telangana DISCOM App,0
5933,Tarnaka,2024-02-09,18:15,21:39,204,Equipment Upgrade,11kV,Telangana DISCOM App,1
5934,Yapral,2023-08-30,08:30,09:28,58,Equipment Upgrade,11kV,Telangana DISCOM App,1
5935,Moula Ali,2024-04-05,10:30,15:53,323,Network Expansion,33kV,Consumer Call,1
5936,Jubilee Hills,2023-07-15,17:45,21:57,252,Equipment Upgrade,11kV,TSECL Website,1
5937,Jubilee Hills,2023-11-24,07:45,10:35,170,Weather Damage,11kV,Social Media,0
5938,Nallagandla,2024-04-15,20:30,21:06,36,Weather Damage,11kV,TSECL Website,0
5939,Abids,2023-07-24,22:15,04:07,352,Weather Damage,11kV,TSECL Website,0
5940,Lingampally,2023-09-19,12:00,16:51,291,Scheduled Maintenance,11kV,TSECL Website,1
5941,Lingampally,2023-09-27,05:45,09:07,202,Line Fault,11kV,Consumer Call,0
5942,Gachibowli,2024-05-11,14:00,16:36,156,Load Shedding,33kV,TSECL Website,0
5943,Manikonda,2023-07-20,16:30,23:39,429,Network Expansion,33kV,Telangana DISCOM App,1
5944,Bowenpally,2024-04-15,15:15,21:16,361,Network Expansion,33kV,Social Media,1
5945,Banjara Hills,2023-08-28,02:45,05:54,189,Weather Damage,33kV,Consumer Call,0
5946,Kothapet,2023-10-04,13:15,21:00,465,Network Expansion,11kV,TSECL Website,1
5947,Himayatnagar,2023-11-30,12:15,19:47,452,Network Expansion,11kV,TSECL Website,1
5948,Moula Ali,2024-02-06,16:15,18:35,140,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5949,Miyapur,2023-11-01,16:00,18:01,121,Scheduled Maintenance,11kV,TSECL Website,1
5950,Banjara Hills,2024-03-09,13:30,21:01,451,Network Expansion,11kV,Social Media,1
5951,Jubilee Hills,2023-07-29,02:15,07:23,308,Transformer Failure,33kV,Telangana DISCOM App,0
5952,Sanath Nagar,2024-04-01,08:30,12:57,267,Network Expansion,11kV,Consumer Call,1
5953,Serilingampally,2023-10-04,08:15,10:34,139,Equipment Upgrade,33kV,Consumer Call,1
5954,Bolarum,2024-04-03,16:30,23:08,398,Scheduled Maintenance,11kV,Consumer Call,1
5955,Shamshabad,2024-03-23,08:45,10:09,84,Equipment Upgrade,33kV,TSECL Website,1
5956,Patancheru,2023-09-24,10:45,13:30,165,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5957,Madhapur,2023-09-03,11:00,15:40,280,Equipment Upgrade,33kV,TSECL Website,1
5958,Alwal,2023-10-21,12:15,20:06,471,Network Expansion,11kV,Telangana DISCOM App,1
5959,Golconda,2023-10-24,01:00,05:26,266,Weather Damage,11kV,Telangana DISCOM App,0
5960,Yapral,2023-10-31,20:15,20:51,36,Line Fault,33kV,Telangana DISCOM App,0
5961,Uppal,2024-05-12,12:30,15:28,178,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5962,Serilingampally,2024-01-03,09:00,11:56,176,Equipment Upgrade,33kV,Social Media,1
5963,Khairatabad,2023-10-16,14:00,15:48,108,Equipment Upgrade,33kV,TSECL Website,1
5964,Dilsukhnagar,2023-12-11,19:15,00:28,313,Scheduled Maintenance,11kV,Telangana DISCOM App,1
5965,Tarnaka,2024-01-01,08:30,15:43,433,Network Expansion,11kV,Social Media,1
5966,Begumpet,2024-03-02,19:30,22:06,156,Weather Damage,11kV,Consumer Call,0
5967,Jubilee Hills,2024-04-24,16:45,19:38,173,Scheduled Maintenance,11kV,Social Media,1
5968,Jubilee Hills,2023-08-22,22:45,00:33,108,Transformer Failure,11kV,Consumer Call,0
5969,Bowenpally,2024-06-30,18:00,22:49,289,Equipment Upgrade,11kV,Telangana DISCOM App,1
5970,Tolichowki,2023-08-17,11:45,14:15,150,Load Shedding,11kV,Consumer Call,0
5971,Nampally,2024-01-10,12:15,17:54,339,Line Fault,11kV,TSECL Website,0
5972,Begumpet,2024-06-01,13:15,17:14,239,Network Expansion,11kV,Consumer Call,1
5973,Malkajgiri,2023-09-18,15:00,20:22,322,Equipment Upgrade,11kV,TSECL Website,1
5974,Khairatabad,2024-04-27,22:45,01:36,171,Load Shedding,33kV,Social Media,0
5975,Raidurg,2023-07-02,03:30,06:18,168,Weather Damage,132kV,Consumer Call,0
5976,Ameerpet,2024-06-28,11:30,13:28,118,Equipment Upgrade,11kV,Telangana DISCOM App,1
5977,Banjara Hills,2023-09-01,12:30,20:08,458,Network Expansion,11kV,TSECL Website,1
5978,Jubilee Hills,2024-04-14,18:30,18:53,23,Grid Overload,33kV,Social Media,0
5979,Zahirabad,2023-12-11,04:45,08:11,206,Weather Damage,11kV,Telangana DISCOM App,0
5980,Begumpet,2024-02-10,07:15,13:04,349,Transformer Failure,11kV,Consumer Call,0
5981,KPHB,2024-05-27,13:45,21:06,441,Scheduled Maintenance,132kV,Telangana DISCOM App,1
5982,Jubilee Hills,2024-02-05,23:30,00:25,55,Transformer Failure,11kV,Telangana DISCOM App,0
5983,Moula Ali,2024-01-01,10:00,10:26,26,Transformer Failure,33kV,TSECL Website,0
5984,Madhapur,2023-12-28,13:00,18:09,309,Network Expansion,11kV,Telangana DISCOM App,1
5985,Habsiguda,2024-03-31,17:00,00:08,428,Network Expansion,11kV,Telangana DISCOM App,1
5986,Dilsukhnagar,2024-03-23,11:30,15:41,251,Network Expansion,11kV,Telangana DISCOM App,1
5987,Dilsukhnagar,2024-05-29,15:00,16:13,73,Line Fault,11kV,Telangana DISCOM App,0
5988,As Rao Nagar,2023-09-10,09:45,11:10,85,Network Expansion,11kV,TSECL Website,1
5989,Golconda,2024-06-16,03:45,06:50,185,Weather Damage,11kV,Telangana DISCOM App,0
5990,Kothapet,2023-11-02,14:00,18:36,276,Transformer Failure,11kV,TSECL Website,0
